iid_pid,gender,condtn,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
1539,1,2,1,0.17,0,32.0,3.0,30.0,30.0,30.0,5.0,0.0,5.0,5.0,5.0,7.0,8.0,7.0,5.0,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1538,1,2,0,0.09,0,35.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,10.0,8.0,8.0,8.0,8.0,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1537,1,2,1,-0.08,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,9.0,9.0,10.0,9.0,8.0,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1536,1,2,0,-0.02,0,28.0,2.0,10.0,10.0,20.0,20.0,20.0,20.0,9.0,9.0,9.0,8.0,2.0,7.0,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1535,1,2,1,0.31,0,27.0,4.0,10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,9.0,9.0,8.0,8.0,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1534,1,2,0,0.03,0,26.0,4.0,10.0,20.0,15.0,20.0,20.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1533,1,2,0,-0.2,0,23.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,7.0,9.0,9.0,7.0,9.0,7.0,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1532,1,2,1,-0.28,0,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,7.0,7.0,8.0,10.0,9.0,8.0,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1531,1,2,1,0.02,0,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,5.0,7.0,8.0,8.0,6.829583802024747,5.563764665873151,25.0,1.0,1.0,1.0,1.0,78759.0,41547.0,2.0,7.0,1.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0
1530,1,2,1,0.45,1,29.0,2.0,14.0,20.0,18.0,24.0,18.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1529,1,2,0,0.8,1,29.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,8.0,8.0,8.0,7.0,8.0,7.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1528,1,2,0,0.33,0,25.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,7.0,7.0,7.0,7.0,7.0,5.563764665873151,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1527,1,2,0,0.05,0,23.0,4.0,15.0,21.0,18.0,18.0,10.0,18.0,10.0,10.0,10.0,10.0,10.0,7.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1526,1,2,1,0.56,1,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,9.0,9.0,9.0,8.0,8.0,7.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1525,1,2,0,0.08,1,23.0,2.0,15.0,15.0,20.0,15.0,20.0,15.0,6.0,9.0,10.0,5.0,8.0,3.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1524,1,2,0,0.59,1,23.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,2.0,3.0,4.0,5.0,5.0,2.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1523,1,2,1,0.14,1,22.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,9.0,8.0,7.0,8.0,5.0,7.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1522,1,2,0,0.56,1,30.0,2.0,20.0,25.0,15.0,15.0,15.0,10.0,7.0,7.0,8.0,7.0,9.0,5.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1521,1,2,0,0.68,0,32.0,3.0,30.0,30.0,30.0,5.0,0.0,5.0,6.0,2.0,5.0,5.0,5.0,2.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1520,1,2,0,0.51,0,35.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,7.0,8.0,8.0,6.0,6.0,6.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1519,1,2,0,0.52,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,9.0,7.0,8.0,7.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1518,1,2,1,0.53,1,28.0,2.0,10.0,10.0,20.0,20.0,20.0,20.0,6.0,8.0,8.0,8.0,4.0,7.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1517,1,2,0,-0.12,0,27.0,4.0,10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,8.0,6.0,8.0,7.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1516,1,2,1,0.42,0,26.0,4.0,10.0,20.0,15.0,20.0,20.0,15.0,6.236515083295813,6.0,7.0,8.0,6.0,7.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1515,1,2,0,0.59,0,23.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,9.0,5.0,9.0,9.0,9.0,5.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1514,1,2,0,0.63,1,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,6.0,5.0,5.0,5.0,6.0,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1513,1,2,0,0.19,1,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,2.0,3.0,5.0,5.0,6.829583802024747,5.563764665873151,27.0,10.0,2.0,6.0,8.0,8011.0,26682.0,2.0,5.0,3.0,2.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0
1512,1,2,0,-0.06,1,29.0,2.0,14.0,20.0,18.0,24.0,18.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1511,1,2,0,0.2,1,29.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,5.0,8.0,5.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1510,1,2,1,0.12,0,25.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,7.0,7.0,8.0,7.0,7.0,5.563764665873151,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1509,1,2,0,-0.05,0,23.0,4.0,15.0,21.0,18.0,18.0,10.0,18.0,4.0,8.0,5.0,6.0,4.0,4.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1508,1,2,0,-0.19,1,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,8.0,9.0,8.0,7.0,8.0,5.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1507,1,2,0,0.34,1,23.0,2.0,15.0,15.0,20.0,15.0,20.0,15.0,6.0,7.0,7.0,6.0,10.0,3.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1506,1,2,0,0.62,1,23.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,3.0,5.0,6.0,4.0,7.0,1.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1505,1,2,0,0.13,1,22.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,7.0,6.0,6.0,5.0,5.0,3.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1504,1,2,0,0.12,1,30.0,2.0,20.0,25.0,15.0,15.0,15.0,10.0,8.0,7.0,7.0,6.0,6.0,3.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1503,1,2,0,0.1,0,32.0,3.0,30.0,30.0,30.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1502,1,2,0,0.0,0,35.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,7.0,8.0,8.0,8.0,8.0,8.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1501,1,2,0,0.06,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,8.0,8.0,8.0,9.0,7.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1500,1,2,0,0.2,1,28.0,2.0,10.0,10.0,20.0,20.0,20.0,20.0,4.0,9.0,8.0,6.0,7.0,6.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1499,1,2,0,0.38,0,27.0,4.0,10.0,20.0,20.0,10.0,20.0,20.0,7.0,8.0,8.0,8.0,8.0,8.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1498,1,2,0,-0.18,0,26.0,4.0,10.0,20.0,15.0,20.0,20.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1497,1,2,0,0.21,0,23.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,5.0,9.0,9.0,6.427455186149839,6.829583802024747,5.563764665873151,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1496,1,2,0,0.15,1,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,9.0,7.0,7.0,10.0,8.0,7.0,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1495,1,2,0,-0.05,1,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,6.0,7.241018644838563,5.0,6.427455186149839,10.0,5.563764665873151,26.0,8.0,2.0,8.0,9.0,60089.0,55550.0,2.0,4.0,1.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0
1494,1,2,0,-0.15,1,29.0,2.0,14.0,20.0,18.0,24.0,18.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1493,1,2,0,0.12,1,29.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,4.0,8.0,9.0,7.0,8.0,6.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1492,1,2,0,-0.21,0,25.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,4.0,6.0,7.0,6.0,5.0,3.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1491,1,2,0,0.22,0,23.0,4.0,15.0,21.0,18.0,18.0,10.0,18.0,5.0,7.0,6.0,5.0,6.0,5.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1490,1,2,0,-0.35,1,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,6.0,10.0,9.0,6.0,7.0,5.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1489,1,2,0,0.26,1,23.0,2.0,15.0,15.0,20.0,15.0,20.0,15.0,2.0,10.0,10.0,1.0,10.0,1.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1488,1,2,0,0.42,1,23.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,2.0,3.0,4.0,5.0,4.0,2.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1487,1,2,0,-0.28,1,22.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,5.0,8.0,6.0,5.0,5.0,4.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1486,1,2,0,-0.08,1,30.0,2.0,20.0,25.0,15.0,15.0,15.0,10.0,5.0,8.0,8.0,6.0,5.0,3.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1485,1,2,0,0.1,0,32.0,3.0,30.0,30.0,30.0,5.0,0.0,5.0,4.0,5.0,6.0,3.0,7.0,3.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1484,1,2,0,-0.18,0,35.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,7.0,8.0,6.0,7.0,4.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1483,1,2,0,-0.01,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,10.0,9.0,6.0,8.0,6.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1482,1,2,0,0.11,1,28.0,2.0,10.0,10.0,20.0,20.0,20.0,20.0,2.0,8.0,10.0,1.0,7.0,1.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1481,1,2,1,0.06,0,27.0,4.0,10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,8.0,8.0,8.0,9.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1480,1,2,0,-0.15,0,26.0,4.0,10.0,20.0,15.0,20.0,20.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1479,1,2,0,0.07,0,23.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,3.0,8.0,8.0,6.427455186149839,6.829583802024747,8.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1478,1,2,0,0.0,1,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,7.0,6.0,7.0,4.0,6.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
1477,1,2,0,0.02,1,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,1.0,7.241018644838563,8.0,1.0,6.829583802024747,3.0,32.0,10.0,2.0,2.0,6.0,0.0,45296.35067491564,1.0,4.0,4.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0
