iid_pid;iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;age;field;field_cd;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1
592;44;5;1;10;2;2;19;18;;12;12;32;0;-0,11;0;27;4;50;0;50;0;0;0;0;5.00;7.00;9.00;5.00;4.00;6.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
591;44;5;1;10;2;2;19;8;;2;11;31;0;0;1;24;2;35;10;20;20;10;5;0;4.00;6.00;7.00;5.00;8.00;5.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
590;44;5;1;10;2;2;19;15;;9;10;30;0;-0,27;1;23;2;10;20;20;20;20;10;0;6.00;9.00;7.00;5.00;6.00;3.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
589;44;5;1;10;2;2;19;9;;3;9;29;1;-0,41;1;22;2;20;22;18;15;15;10;1;8.00;6.00;7.00;3.00;7.00;2.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
588;44;5;1;10;2;2;19;1;;14;8;28;0;;1;26;2;;;;;;;0;4.00;6.00;7.00;4.00;5.00;2.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
587;44;5;1;10;2;2;19;4;;17;7;27;0;0,44;0;22;3;17;10;18;20;25;10;0;1.00;3.00;4.00;2.00;2.00;1.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
586;44;5;1;10;2;2;19;13;;7;6;26;0;0,46;1;23;2;20;20;20;15;15;10;0;3.00;8.00;7.00;6.00;6.00;4.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
585;44;5;1;10;2;2;19;12;;6;5;25;0;-0,29;1;25;2;20;20;15;15;15;15;0;6.00;7.00;9.00;7.00;9.00;3.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
584;44;5;1;10;2;2;19;10;;4;4;24;0;0,54;1;27;2;10;20;20;15;20;15;0;5.00;8.00;8.00;;8.00;6.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
583;44;5;1;10;2;2;19;3;;16;3;23;1;-0,17;0;21;4;10;20;40;10;10;10;1;7.00;7.00;7.00;6.00;6.00;9.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
582;44;5;1;10;2;2;19;7;;1;2;22;1;-0,21;0;27;1;20;20;20;10;10;20;1;6.00;8.00;8.00;7.00;7.00;6.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
581;44;5;1;10;2;2;19;5;;18;1;21;0;-0,4;0;21;4;12;18;20;16;16;18;0;7.00;7.00;8.00;5.00;7.00;2.00;24;Psychology;3.00;2;3;3;Israel;22,442;;1;3;1;academia;2.00;9;1;8;7;8;8;10;6;7;8;1;7;3;8;1;6;8;7;5;25.00;15.00;25.00;25.00;15.00;15.00
580;43;4;1;8;2;2;19;16;;6;20;39;0;-0,23;0;24;3;20;20;20;15;15;10;1;7.00;9.00;8.00;7.00;6.00;5.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
579;43;4;1;8;2;2;19;14;;4;19;38;0;-0,61;0;23;1;50;10;20;10;10;0;0;3.00;7.00;10.00;4.00;8.00;2.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
578;43;4;1;8;2;2;19;11;;1;17;37;0;-0,02;1;27;2;10;10;30;25;10;15;0;4.00;7.00;8.00;2.00;6.00;2.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
577;43;4;1;8;2;2;19;6;;15;16;36;0;0,05;1;26;2;20;25;20;15;15;5;0;1.00;1.00;1.00;1.00;1.00;1.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
576;43;4;1;8;2;2;19;17;;7;15;35;0;0,26;1;25;2;20;23;23;22;7;5;0;6.00;8.00;8.00;8.00;7.00;7.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
575;43;4;1;8;2;2;19;2;;11;14;34;0;-0,07;0;21;4;30;5;30;15;15;5;0;4.00;4.00;6.00;4.00;6.00;;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
574;43;4;1;8;2;2;19;19;;9;13;33;0;0,09;1;30;2;30;20;30;10;0;10;1;5.00;7.00;7.00;5.00;7.00;5.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
573;43;4;1;8;2;2;19;18;;8;12;32;0;-0,13;0;27;4;50;0;50;0;0;0;0;5.00;7.00;7.00;6.00;9.00;5.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
572;43;4;1;8;2;2;19;8;;17;11;31;0;-0,48;1;24;2;35;10;20;20;10;5;0;4.00;5.00;6.00;5.00;5.00;5.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
571;43;4;1;8;2;2;19;15;;5;10;30;0;0,21;1;23;2;10;20;20;20;20;10;0;4.00;6.00;6.00;5.00;7.00;6.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
570;43;4;1;8;2;2;19;9;;18;9;29;0;0,31;1;22;2;20;22;18;15;15;10;0;5.00;7.00;5.00;3.00;5.00;;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
569;43;4;1;8;2;2;19;1;;10;8;28;0;;1;26;2;;;;;;;0;4.00;6.00;5.00;4.00;4.00;3.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
568;43;4;1;8;2;2;19;4;;13;7;27;0;-0,16;0;22;3;17;10;18;20;25;10;0;1.00;6.00;7.00;6.00;4.00;3.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
567;43;4;1;8;2;2;19;13;;3;6;26;0;-0,02;1;23;2;20;20;20;15;15;10;0;2.00;6.00;7.00;1.00;7.00;2.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
566;43;4;1;8;2;2;19;12;;2;5;25;0;-0,2;1;25;2;20;20;15;15;15;15;0;4.00;5.00;10.00;4.00;10.00;4.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
565;43;4;1;8;2;2;19;10;;19;4;24;0;-0,32;1;27;2;10;20;20;15;20;15;0;7.00;8.00;8.00;8.00;;;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
564;43;4;1;8;2;2;19;3;;12;3;23;1;-0,35;0;21;4;10;20;40;10;10;10;1;5.00;7.00;8.00;6.00;6.00;7.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
563;43;4;1;8;2;2;19;7;;16;2;22;0;-0,04;0;27;1;20;20;20;10;10;20;0;5.00;7.00;7.00;5.00;7.00;3.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
562;43;4;1;8;2;2;19;5;;14;1;21;0;0,43;0;21;4;12;18;20;16;16;18;0;5.00;8.00;8.00;4.00;9.00;3.00;24;Economics;8.00;2;1;1;Spain;6,7;;6;6;3;Academic;2.00;8;9;6;5;7;7;2;5;5;9;6;7;4;6;5;2;1;3;1;25.00;35.00;30.00;10.00;0.00;0.00
561;42;3;1;6;2;2;19;16;;3;20;39;0;0,52;0;24;3;20;20;20;15;15;10;1;5.00;5.00;9.00;7.00;9.00;;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
560;42;3;1;6;2;2;19;14;;1;19;38;0;0,13;0;23;1;50;10;20;10;10;0;0;8.00;8.00;10.00;7.00;7.00;7.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
559;42;3;1;6;2;2;19;11;;17;17;37;0;0,07;0;27;2;10;10;30;25;10;15;1;4.00;4.00;6.00;7.00;5.00;4.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
558;42;3;1;6;2;2;19;6;;12;16;36;0;0,29;0;26;2;20;25;20;15;15;5;0;2.00;2.00;4.00;1.00;5.00;1.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
557;42;3;1;6;2;2;19;17;;4;15;35;0;0,19;0;25;2;20;23;23;22;7;5;0;6.00;8.00;9.00;8.00;7.00;9.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
556;42;3;1;6;2;2;19;2;;8;14;34;0;0,35;1;21;4;30;5;30;15;15;5;0;5.00;4.00;5.00;6.00;7.00;6.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
555;42;3;1;6;2;2;19;19;;6;13;33;0;0,77;0;30;2;30;20;30;10;0;10;0;6.00;8.00;6.00;6.00;6.00;5.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
554;42;3;1;6;2;2;19;18;;5;12;32;0;0,54;1;27;4;50;0;50;0;0;0;0;5.00;6.00;6.00;7.00;8.00;;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
553;42;3;1;6;2;2;19;8;;14;11;31;0;0,47;0;24;2;35;10;20;20;10;5;0;4.00;5.00;6.00;5.00;6.00;4.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
552;42;3;1;6;2;2;19;15;;2;10;30;0;0,46;0;23;2;10;20;20;20;20;10;0;6.00;7.00;8.00;7.00;8.00;7.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
551;42;3;1;6;2;2;19;9;;15;9;29;0;0,1;0;22;2;20;22;18;15;15;10;0;6.00;8.00;7.00;5.00;5.00;;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
550;42;3;1;6;2;2;19;1;;7;8;28;0;;0;26;2;;;;;;;0;3.00;5.00;8.00;5.00;8.00;3.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
549;42;3;1;6;2;2;19;4;;10;7;27;0;-0,07;0;22;3;17;10;18;20;25;10;0;1.00;4.00;6.00;2.00;6.00;1.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
548;42;3;1;6;2;2;19;13;;19;6;26;0;0,04;0;23;2;20;20;20;15;15;10;0;2.00;5.00;5.00;3.00;7.00;3.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
547;42;3;1;6;2;2;19;12;;18;5;25;0;0,58;0;25;2;20;20;15;15;15;15;0;6.00;7.00;8.00;7.00;9.00;7.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
546;42;3;1;6;2;2;19;10;;16;4;24;0;0,09;0;27;2;10;20;20;15;20;15;0;6.00;8.00;;7.00;;;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
545;42;3;1;6;2;2;19;3;;9;3;23;0;0,41;1;21;4;10;20;40;10;10;10;1;6.00;6.00;7.00;6.00;6.00;6.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
544;42;3;1;6;2;2;19;7;;13;2;22;0;0,44;0;27;1;20;20;20;10;10;20;0;5.00;6.00;6.00;5.00;6.00;3.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
543;42;3;1;6;2;2;19;5;;11;1;21;0;0,46;1;21;4;12;18;20;16;16;18;1;8.00;9.00;8.00;8.00;7.00;6.00;23;Mechanical Engineering;5.00;4;1;6;San Francisco(home)/Los Angeles(undergrad);94,133;28,891.00;2;7;4;Engineer;5.00;1;1;7;5;3;3;3;1;1;9;8;5;7;2;5;2;1;6;3;20.00;25.00;20.00;15.00;10.00;10.00
542;41;2;1;4;2;2;19;16;;2;20;39;0;-0,43;0;24;3;20;20;20;15;15;10;0;3.00;10.00;9.00;6.00;8.00;;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
541;41;2;1;4;2;2;19;14;;19;19;38;0;-0,19;0;23;1;50;10;20;10;10;0;0;1.00;1.00;10.00;1.00;10.00;1.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
540;41;2;1;4;2;2;19;11;;16;17;37;0;-0,14;0;27;2;10;10;30;25;10;15;0;2.00;5.00;6.00;3.00;4.00;3.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
539;41;2;1;4;2;2;19;6;;11;16;36;0;-0,39;0;26;2;20;25;20;15;15;5;0;1.00;2.00;2.00;1.00;8.00;2.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
538;41;2;1;4;2;2;19;17;;3;15;35;0;-0,27;0;25;2;20;23;23;22;7;5;0;5.00;9.00;8.00;6.00;7.00;6.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
537;41;2;1;4;2;2;19;2;;7;14;34;0;-0,2;1;21;4;30;5;30;15;15;5;0;3.00;4.00;7.00;4.00;4.00;;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
536;41;2;1;4;2;2;19;19;;5;13;33;0;0,41;0;30;2;30;20;30;10;0;10;0;2.00;6.00;7.00;4.00;6.00;2.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
535;41;2;1;4;2;2;19;18;;4;12;32;0;-0,22;1;27;4;50;0;50;0;0;0;0;7.00;8.00;9.00;;9.00;7.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
534;41;2;1;4;2;2;19;8;;13;11;31;0;-0,43;0;24;2;35;10;20;20;10;5;0;3.00;6.00;6.00;3.00;6.00;2.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
533;41;2;1;4;2;2;19;15;;1;10;30;0;-0,44;0;23;2;10;20;20;20;20;10;0;8.00;9.00;8.00;5.00;9.00;5.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
532;41;2;1;4;2;2;19;9;;14;9;29;0;-0,57;0;22;2;20;22;18;15;15;10;0;4.00;8.00;6.00;3.00;6.00;;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
531;41;2;1;4;2;2;19;1;;6;8;28;0;;0;26;2;;;;;;;0;2.00;6.00;5.00;4.00;5.00;2.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
530;41;2;1;4;2;2;19;4;;9;7;27;0;-0,04;0;22;3;17;10;18;20;25;10;0;1.00;6.00;4.00;2.00;1.00;;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
529;41;2;1;4;2;2;19;13;;18;6;26;0;-0,05;0;23;2;20;20;20;15;15;10;0;2.00;5.00;5.00;3.00;5.00;2.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
528;41;2;1;4;2;2;19;12;;17;5;25;0;0,09;0;25;2;20;20;15;15;15;15;0;5.00;8.00;8.00;6.00;8.00;5.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
527;41;2;1;4;2;2;19;10;;15;4;24;0;-0,07;0;27;2;10;20;20;15;20;15;0;7.00;8.00;;;8.00;;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
526;41;2;1;4;2;2;19;3;;8;3;23;0;0,06;1;21;4;10;20;40;10;10;10;0;5.00;7.00;7.00;6.00;6.00;7.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
525;41;2;1;4;2;2;19;7;;12;2;22;0;-0,23;0;27;1;20;20;20;10;10;20;0;4.00;7.00;6.00;6.00;7.00;2.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
524;41;2;1;4;2;2;19;5;;10;1;21;0;-0,3;1;21;4;12;18;20;16;16;18;0;5.00;8.00;7.00;5.00;9.00;5.00;30;law;1.00;4;1;1;China;10,027;;2;6;5;law;1.00;5;5;6;5;5;5;5;10;5;6;6;6;6;5;5;5;1;7;3;30.00;20.00;10.00;30.00;0.00;10.00
523;40;1;1;2;2;2;19;16;;19;20;39;0;0,07;0;24;3;20;20;20;15;15;10;1;6.00;7.00;9.00;9.00;9.00;8.00;25;Operations Research;;4;9;6;SF Bay Area, CA;94,043;42,096.00;2;7;7;tech professional;;4;9;3;7;7;8;5;7;9;7;5;5;8;8;10;4;2;3;2;25.00;20.00;25.00;20.00;10.00;0.00
522;40;1;1;2;2;2;19;14;;17;19;38;0;-0,15;0;23;1;50;10;20;10;10;0;0;2.00;8.00;10.00;3.00;10.00;3.00;25;Operations Research;;4;9;6;SF Bay Area, CA;94,043;42,096.00;2;7;7;tech professional;;4;9;3;7;7;8;5;7;9;7;5;5;8;8;10;4;2;3;2;25.00;20.00;25.00;20.00;10.00;0.00
521;40;1;1;2;2;2;19;11;;14;17;37;0;0,13;0;27;2;10;10;30;25;10;15;0;2.00;4.00;5.00;4.00;4.00;3.00;25;Operations Research;;4;9;6;SF Bay Area, CA;94,043;42,096.00;2;7;7;tech professional;;4;9;3;7;7;8;5;7;9;7;5;5;8;8;10;4;2;3;2;25.00;20.00;25.00;20.00;10.00;0.00
520;40;1;1;2;2;2;19;6;;9;16;36;0;-0,04;0;26;2;20;25;20;15;15;5;0;2.00;5.00;2.00;3.00;1.00;3.00;25;Operations Research;;4;9;6;SF Bay Area, CA;94,043;42,096.00;2;7;7;tech professional;;4;9;3;7;7;8;5;7;9;7;5;5;8;8;10;4;2;3;2;25.00;20.00;25.00;20.00;10.00;0.00
519;40;1;1;2;2;2;19;17;;1;15;35;0;-0,25;0;25;2;20;23;23;22;7;5;1;6.00;8.00;9.00;7.00;7.00;8.00;25;Operations Research;;4;9;6;SF Bay Area, CA;94,043;42,096.00;2;7;7;tech professional;;4;9;3;7;7;8;5;7;9;7;5;5;8;8;10;4;2;3;2;25.00;20.00;25.00;20.00;10.00;0.00
518;40;1;1;2;2;2;19;2;;5;14;34;0;0,01;1;21;4;30;5;30;15;15;5;0;4.00;4.00;5.00;4.00;4.00;;25;Operations Research;;4;9;6;SF Bay Area, CA;94,043;42,096.00;2;7;7;tech professional;;4;9;3;7;7;8;5;7;9;7;5;5;8;8;10;4;2;3;2;25.00;20.00;25.00;20.00;10.00;0.00
